signal_id,material_code,plant_code,period_date,period_type,demand_type,volume_rc,week_label
806,32000008,7101,2026-02-16,WEEK,IBP,4931.0,w08
807,32000008,7101,2026-02-23,WEEK,IBP,5522.0,w09
808,32000008,7101,2026-03-02,WEEK,IBP,5531.0,w10
809,32000008,7101,2026-03-09,WEEK,IBP,5611.0,w11
810,32000008,7101,2026-03-16,WEEK,IBP,5970.0,w12
811,32000008,7101,2026-03-23,WEEK,IBP,5744.0,w13
812,32000008,7101,2026-03-30,WEEK,IBP,5706.0,w14
813,32000008,7101,2026-04-06,WEEK,IBP,5626.0,w15
814,32000008,7101,2026-04-13,WEEK,IBP,5500.0,w16
815,32000008,7101,2026-04-20,WEEK,IBP,5099.0,w17
816,32000008,7101,2026-04-27,WEEK,IBP,5358.0,w18
817,32000008,7101,2026-05-04,WEEK,IBP,5166.0,w19
818,32000008,7101,2026-05-11,WEEK,IBP,4940.0,w20
819,32000008,7101,2026-05-18,WEEK,IBP,4655.0,w21
820,32000008,7101,2026-05-25,WEEK,IBP,4186.0,w22
821,32000008,7101,2026-06-01,WEEK,IBP,4214.0,w23
822,32000008,7101,2026-06-08,WEEK,IBP,3946.0,w24
823,32000008,7101,2026-06-15,WEEK,IBP,3818.0,w25
824,32000008,7101,2026-06-22,WEEK,IBP,3890.0,w26
825,32000008,7101,2026-06-29,WEEK,IBP,3929.0,w27
826,32000008,7101,2026-07-06,WEEK,IBP,3995.0,w28
827,32000008,7101,2026-07-13,WEEK,IBP,4063.0,w29
828,32000008,7101,2026-07-20,WEEK,IBP,4006.0,w30
829,32000008,7101,2026-07-27,WEEK,IBP,4007.0,w31
830,32000008,7101,2026-08-03,WEEK,IBP,4183.0,w32
831,32000008,7101,2026-08-10,WEEK,IBP,4131.0,w33
832,32000008,7101,2026-08-17,WEEK,IBP,4268.0,w34
833,32000008,7101,2026-08-24,WEEK,IBP,4280.0,w35
834,32000008,7101,2026-08-31,WEEK,IBP,4445.0,w36
835,32000008,7101,2026-09-07,WEEK,IBP,4640.0,w37
836,32000008,7101,2026-09-14,WEEK,IBP,4638.0,w38
837,32000008,7101,2026-09-21,WEEK,IBP,4684.0,w39
838,32000008,7101,2026-09-28,WEEK,IBP,4857.0,w40
839,32000008,7101,2026-10-05,WEEK,IBP,5070.0,w41
840,32000008,7101,2026-10-12,WEEK,IBP,5084.0,w42
841,32000008,7101,2026-10-19,WEEK,IBP,5383.0,w43
842,32000008,7101,2026-10-26,WEEK,IBP,5217.0,w44
843,32000008,7101,2026-11-02,WEEK,IBP,5568.0,w45
844,32000008,7101,2026-11-09,WEEK,IBP,5830.0,w46
845,32000008,7101,2026-11-16,WEEK,IBP,5738.0,w47
846,32000008,7101,2026-11-23,WEEK,IBP,5946.0,w48
847,32000008,7101,2026-11-30,WEEK,IBP,4341.0,w49
848,32000008,7101,2026-12-07,WEEK,IBP,4309.0,w50
849,32000008,7101,2026-12-14,WEEK,IBP,4495.0,w51
850,32000008,7101,2026-12-21,WEEK,IBP,4344.0,w52
851,32000008,7101,2025-12-29,WEEK,POST_FCST,4332.0,w01
852,32000008,7101,2026-01-05,WEEK,POST_FCST,4109.0,w02
853,32000008,7101,2026-01-12,WEEK,POST_FCST,4104.0,w03
854,32000008,7101,2026-01-19,WEEK,POST_FCST,4042.0,w04
855,32000008,7101,2026-01-26,WEEK,POST_FCST,4676.0,w05
856,32000008,7101,2026-02-02,WEEK,POST_FCST,4571.0,w06
857,32000008,7101,2026-02-09,WEEK,POST_FCST,4755.0,w07
858,32000008,7101,2026-02-16,WEEK,POST_FCST,4610.0,w08
859,32000008,7101,2026-02-23,WEEK,POST_FCST,5447.0,w09
860,32000008,7101,2026-03-02,WEEK,POST_FCST,5323.0,w10
861,32000008,7101,2026-03-09,WEEK,POST_FCST,5621.0,w11
862,32000008,7101,2026-03-16,WEEK,POST_FCST,5795.0,w12
863,32000008,7101,2026-03-23,WEEK,POST_FCST,5793.0,w13
864,32000008,7101,2026-03-30,WEEK,POST_FCST,5611.0,w14
865,32000008,7101,2026-04-06,WEEK,POST_FCST,5574.0,w15
866,32000008,7101,2026-04-13,WEEK,POST_FCST,5303.0,w16
867,32000008,7101,2026-04-20,WEEK,POST_FCST,4891.0,w17
868,32000008,7101,2026-04-27,WEEK,POST_FCST,4852.0,w18
869,32000008,7101,2026-05-04,WEEK,POST_FCST,4993.0,w19
870,32000008,7101,2026-05-11,WEEK,POST_FCST,4663.0,w20
871,32000008,7101,2026-05-18,WEEK,POST_FCST,4515.0,w21
872,32000008,7101,2026-05-25,WEEK,POST_FCST,4110.0,w22
873,32000008,7101,2026-06-01,WEEK,POST_FCST,3868.0,w23
874,32000008,7101,2026-06-08,WEEK,POST_FCST,3789.0,w24
875,32000008,7101,2026-06-15,WEEK,POST_FCST,3836.0,w25
876,32000008,7101,2026-06-22,WEEK,POST_FCST,3759.0,w26
877,32000008,7101,2026-06-29,WEEK,POST_FCST,3689.0,w27
878,32000008,7101,2026-07-06,WEEK,POST_FCST,3777.0,w28
879,32000008,7101,2026-07-13,WEEK,POST_FCST,3729.0,w29
880,32000008,7101,2026-07-20,WEEK,POST_FCST,3889.0,w30
881,32000008,7101,2026-07-27,WEEK,POST_FCST,3834.0,w31
882,32000008,7101,2026-08-03,WEEK,POST_FCST,3999.0,w32
883,32000008,7101,2026-08-10,WEEK,POST_FCST,3929.0,w33
884,32000008,7101,2026-08-17,WEEK,POST_FCST,4101.0,w34
885,32000008,7101,2026-08-24,WEEK,POST_FCST,4036.0,w35
886,32000008,7101,2026-08-31,WEEK,POST_FCST,4056.0,w36
887,32000008,7101,2026-09-07,WEEK,POST_FCST,4372.0,w37
888,32000008,7101,2026-09-14,WEEK,POST_FCST,4529.0,w38
889,32000008,7101,2026-09-21,WEEK,POST_FCST,4657.0,w39
890,32000008,7101,2026-09-28,WEEK,POST_FCST,4543.0,w40
891,32000008,7101,2026-10-05,WEEK,POST_FCST,4905.0,w41
892,32000008,7101,2026-10-12,WEEK,POST_FCST,5099.0,w42
893,32000008,7101,2026-10-19,WEEK,POST_FCST,5153.0,w43
894,32000008,7101,2026-10-26,WEEK,POST_FCST,4935.0,w44
895,32000008,7101,2026-11-02,WEEK,POST_FCST,5368.0,w45
896,32000008,7101,2026-11-09,WEEK,POST_FCST,5287.0,w46
897,32000008,7101,2026-11-16,WEEK,POST_FCST,5430.0,w47
898,32000008,7101,2026-11-23,WEEK,POST_FCST,5891.0,w48
899,32000008,7101,2026-11-30,WEEK,POST_FCST,4080.0,w49
900,32000008,7101,2026-12-07,WEEK,POST_FCST,4200.0,w50
901,32000008,7101,2026-12-14,WEEK,POST_FCST,4240.0,w51
902,32000008,7101,2026-12-21,WEEK,POST_FCST,4268.0,w52
903,32000008,7101,2025-12-29,WEEK,ACTUAL,4145.0,w01
904,32000008,7101,2026-01-05,WEEK,ACTUAL,3874.0,w02
905,32000008,7101,2026-01-12,WEEK,ACTUAL,4030.0,w03
906,32000008,7101,2026-01-19,WEEK,ACTUAL,4125.0,w04
907,32000008,7101,2026-01-26,WEEK,ACTUAL,4304.0,w05
908,32000008,7101,2026-02-02,WEEK,ACTUAL,4446.0,w06
909,32000008,7101,2026-02-09,WEEK,ACTUAL,4274.0,w07
910,32000008,7101,2026-02-16,WEEK,ACTUAL,4299.0,w08
911,32000008,7101,2026-02-23,WEEK,ACTUAL,5081.0,w09
912,32000008,7101,2026-03-02,WEEK,ACTUAL,5115.0,w10
913,32000009,7102,2025-12-29,WEEK,IBP,5325.0,w01
914,32000009,7102,2026-01-05,WEEK,IBP,5364.0,w02
915,32000009,7102,2026-01-12,WEEK,IBP,5400.0,w03
916,32000009,7102,2026-01-19,WEEK,IBP,5209.0,w04
917,32000009,7102,2026-01-26,WEEK,IBP,5718.0,w05
918,32000009,7102,2026-02-02,WEEK,IBP,5696.0,w06
919,32000009,7102,2026-02-09,WEEK,IBP,5882.0,w07
920,32000009,7102,2026-02-16,WEEK,IBP,5907.0,w08
921,32000009,7102,2026-02-23,WEEK,IBP,6444.0,w09
922,32000009,7102,2026-03-02,WEEK,IBP,7076.0,w10
923,32000009,7102,2026-03-09,WEEK,IBP,6710.0,w11
924,32000009,7102,2026-03-16,WEEK,IBP,7178.0,w12
925,32000009,7102,2026-03-23,WEEK,IBP,7250.0,w13
926,32000009,7102,2026-03-30,WEEK,IBP,7049.0,w14
927,32000009,7102,2026-04-06,WEEK,IBP,6984.0,w15
928,32000009,7102,2026-04-13,WEEK,IBP,6750.0,w16
929,32000009,7102,2026-04-20,WEEK,IBP,6303.0,w17
930,32000009,7102,2026-04-27,WEEK,IBP,6485.0,w18
931,32000009,7102,2026-05-04,WEEK,IBP,5946.0,w19
932,32000009,7102,2026-05-11,WEEK,IBP,5973.0,w20
933,32000009,7102,2026-05-18,WEEK,IBP,5585.0,w21
934,32000009,7102,2026-05-25,WEEK,IBP,5297.0,w22
935,32000009,7102,2026-06-01,WEEK,IBP,5024.0,w23
936,32000009,7102,2026-06-08,WEEK,IBP,4975.0,w24
937,32000009,7102,2026-06-15,WEEK,IBP,4781.0,w25
938,32000009,7102,2026-06-22,WEEK,IBP,4840.0,w26
939,32000009,7102,2026-06-29,WEEK,IBP,4654.0,w27
940,32000009,7102,2026-07-06,WEEK,IBP,4648.0,w28
941,32000009,7102,2026-07-13,WEEK,IBP,4806.0,w29
942,32000009,7102,2026-07-20,WEEK,IBP,4780.0,w30
943,32000009,7102,2026-07-27,WEEK,IBP,5043.0,w31
944,32000009,7102,2026-08-03,WEEK,IBP,4850.0,w32
945,32000009,7102,2026-08-10,WEEK,IBP,5183.0,w33
946,32000009,7102,2026-08-17,WEEK,IBP,5147.0,w34
947,32000009,7102,2026-08-24,WEEK,IBP,5203.0,w35
948,32000009,7102,2026-08-31,WEEK,IBP,5396.0,w36
949,32000009,7102,2026-09-07,WEEK,IBP,5622.0,w37
950,32000009,7102,2026-09-14,WEEK,IBP,5728.0,w38
951,32000009,7102,2026-09-21,WEEK,IBP,5854.0,w39
952,32000009,7102,2026-09-28,WEEK,IBP,5911.0,w40
953,32000009,7102,2026-10-05,WEEK,IBP,6000.0,w41
954,32000009,7102,2026-10-12,WEEK,IBP,6445.0,w42
955,32000009,7102,2026-10-19,WEEK,IBP,6546.0,w43
956,32000009,7102,2026-10-26,WEEK,IBP,6529.0,w44
957,32000009,7102,2026-11-02,WEEK,IBP,6667.0,w45
958,32000009,7102,2026-11-09,WEEK,IBP,6970.0,w46
959,32000009,7102,2026-11-16,WEEK,IBP,6822.0,w47
960,32000009,7102,2026-11-23,WEEK,IBP,6959.0,w48
961,32000009,7102,2026-11-30,WEEK,IBP,5227.0,w49
962,32000009,7102,2026-12-07,WEEK,IBP,5292.0,w50
963,32000009,7102,2026-12-14,WEEK,IBP,5421.0,w51
964,32000009,7102,2026-12-21,WEEK,IBP,5376.0,w52
965,32000009,7102,2025-12-29,WEEK,POST_FCST,5199.0,w01
966,32000009,7102,2026-01-05,WEEK,POST_FCST,5070.0,w02
967,32000009,7102,2026-01-12,WEEK,POST_FCST,5037.0,w03
968,32000009,7102,2026-01-19,WEEK,POST_FCST,5047.0,w04
969,32000009,7102,2026-01-26,WEEK,POST_FCST,5829.0,w05
970,32000009,7102,2026-02-02,WEEK,POST_FCST,5404.0,w06
971,32000009,7102,2026-02-09,WEEK,POST_FCST,5775.0,w07
972,32000009,7102,2026-02-16,WEEK,POST_FCST,5645.0,w08
973,32000009,7102,2026-02-23,WEEK,POST_FCST,6344.0,w09
974,32000009,7102,2026-03-02,WEEK,POST_FCST,6749.0,w10
975,32000009,7102,2026-03-09,WEEK,POST_FCST,6623.0,w11
976,32000009,7102,2026-03-16,WEEK,POST_FCST,7091.0,w12
977,32000009,7102,2026-03-23,WEEK,POST_FCST,7106.0,w13
978,32000009,7102,2026-03-30,WEEK,POST_FCST,6588.0,w14
979,32000009,7102,2026-04-06,WEEK,POST_FCST,6512.0,w15
980,32000009,7102,2026-04-13,WEEK,POST_FCST,6422.0,w16
981,32000009,7102,2026-04-20,WEEK,POST_FCST,6322.0,w17
982,32000009,7102,2026-04-27,WEEK,POST_FCST,5978.0,w18
983,32000009,7102,2026-05-04,WEEK,POST_FCST,5923.0,w19
984,32000009,7102,2026-05-11,WEEK,POST_FCST,5669.0,w20
985,32000009,7102,2026-05-18,WEEK,POST_FCST,5455.0,w21
986,32000009,7102,2026-05-25,WEEK,POST_FCST,4851.0,w22
987,32000009,7102,2026-06-01,WEEK,POST_FCST,4929.0,w23
988,32000009,7102,2026-06-08,WEEK,POST_FCST,4898.0,w24
989,32000009,7102,2026-06-15,WEEK,POST_FCST,4472.0,w25
990,32000009,7102,2026-06-22,WEEK,POST_FCST,4494.0,w26
991,32000009,7102,2026-06-29,WEEK,POST_FCST,4763.0,w27
992,32000009,7102,2026-07-06,WEEK,POST_FCST,4473.0,w28
993,32000009,7102,2026-07-13,WEEK,POST_FCST,4825.0,w29
994,32000009,7102,2026-07-20,WEEK,POST_FCST,4689.0,w30
995,32000009,7102,2026-07-27,WEEK,POST_FCST,4647.0,w31
996,32000009,7102,2026-08-03,WEEK,POST_FCST,4884.0,w32
997,32000009,7102,2026-08-10,WEEK,POST_FCST,4824.0,w33
998,32000009,7102,2026-08-17,WEEK,POST_FCST,5004.0,w34
999,32000009,7102,2026-08-24,WEEK,POST_FCST,5043.0,w35
1000,32000009,7102,2026-08-31,WEEK,POST_FCST,5138.0,w36
1001,32000009,7102,2026-09-07,WEEK,POST_FCST,5211.0,w37
1002,32000009,7102,2026-09-14,WEEK,POST_FCST,5460.0,w38
1003,32000009,7102,2026-09-21,WEEK,POST_FCST,5821.0,w39
1004,32000009,7102,2026-09-28,WEEK,POST_FCST,5501.0,w40
1005,32000009,7102,2026-10-05,WEEK,POST_FCST,5939.0,w41
1006,32000009,7102,2026-10-12,WEEK,POST_FCST,5934.0,w42
1007,32000009,7102,2026-10-19,WEEK,POST_FCST,6254.0,w43
1008,32000009,7102,2026-10-26,WEEK,POST_FCST,6038.0,w44
1009,32000009,7102,2026-11-02,WEEK,POST_FCST,6773.0,w45
1010,32000009,7102,2026-11-09,WEEK,POST_FCST,6605.0,w46
1011,32000009,7102,2026-11-16,WEEK,POST_FCST,6590.0,w47
1012,32000009,7102,2026-11-23,WEEK,POST_FCST,6650.0,w48
1013,32000009,7102,2026-11-30,WEEK,POST_FCST,4965.0,w49
1014,32000009,7102,2026-12-07,WEEK,POST_FCST,5108.0,w50
1015,32000009,7102,2026-12-14,WEEK,POST_FCST,5033.0,w51
1016,32000009,7102,2026-12-21,WEEK,POST_FCST,5234.0,w52
1017,32000009,7102,2025-12-29,WEEK,ACTUAL,4957.0,w01
1018,32000009,7102,2026-01-05,WEEK,ACTUAL,4847.0,w02
1019,32000009,7102,2026-01-12,WEEK,ACTUAL,5068.0,w03
1020,32000009,7102,2026-01-19,WEEK,ACTUAL,5122.0,w04
1021,32000009,7102,2026-01-26,WEEK,ACTUAL,5278.0,w05
1022,32000009,7102,2026-02-02,WEEK,ACTUAL,5279.0,w06
1023,32000009,7102,2026-02-09,WEEK,ACTUAL,5192.0,w07
1024,32000009,7102,2026-02-16,WEEK,ACTUAL,5654.0,w08
1025,32000009,7102,2026-02-23,WEEK,ACTUAL,6370.0,w09
1026,32000009,7102,2026-03-02,WEEK,ACTUAL,6478.0,w10
1027,32000010,7102,2025-12-29,WEEK,IBP,4564.0,w01
1028,32000010,7102,2026-01-05,WEEK,IBP,4554.0,w02
1029,32000010,7102,2026-01-12,WEEK,IBP,4495.0,w03
1030,32000010,7102,2026-01-19,WEEK,IBP,4571.0,w04
1031,32000010,7102,2026-01-26,WEEK,IBP,4832.0,w05
1032,32000010,7102,2026-02-02,WEEK,IBP,4805.0,w06
1033,32000010,7102,2026-02-09,WEEK,IBP,4851.0,w07
1034,32000010,7102,2026-02-16,WEEK,IBP,4788.0,w08
1035,32000010,7102,2026-02-23,WEEK,IBP,5600.0,w09
1036,32000010,7102,2026-03-02,WEEK,IBP,5966.0,w10
1037,32000010,7102,2026-03-09,WEEK,IBP,5653.0,w11
1038,32000010,7102,2026-03-16,WEEK,IBP,5900.0,w12
1039,32000010,7102,2026-03-23,WEEK,IBP,6020.0,w13
1040,32000010,7102,2026-03-30,WEEK,IBP,5965.0,w14
1041,32000010,7102,2026-04-06,WEEK,IBP,5749.0,w15
1042,32000010,7102,2026-04-13,WEEK,IBP,5592.0,w16
1043,32000010,7102,2026-04-20,WEEK,IBP,5219.0,w17
1044,32000010,7102,2026-04-27,WEEK,IBP,5253.0,w18
1045,32000010,7102,2026-05-04,WEEK,IBP,5293.0,w19
1046,32000010,7102,2026-05-11,WEEK,IBP,5056.0,w20
1047,32000010,7102,2026-05-18,WEEK,IBP,4556.0,w21
1048,32000010,7102,2026-05-25,WEEK,IBP,4501.0,w22
1049,32000010,7102,2026-06-01,WEEK,IBP,4284.0,w23
1050,32000010,7102,2026-06-08,WEEK,IBP,4251.0,w24
1051,32000010,7102,2026-06-15,WEEK,IBP,4014.0,w25
1052,32000010,7102,2026-06-22,WEEK,IBP,4029.0,w26
1053,32000010,7102,2026-06-29,WEEK,IBP,4022.0,w27
1054,32000010,7102,2026-07-06,WEEK,IBP,4065.0,w28
1055,32000010,7102,2026-07-13,WEEK,IBP,4025.0,w29
1056,32000010,7102,2026-07-20,WEEK,IBP,3998.0,w30
1057,32000010,7102,2026-07-27,WEEK,IBP,4111.0,w31
1058,32000010,7102,2026-08-03,WEEK,IBP,4210.0,w32
1059,32000010,7102,2026-08-10,WEEK,IBP,4172.0,w33
1060,32000010,7102,2026-08-17,WEEK,IBP,4428.0,w34
1061,32000010,7102,2026-08-24,WEEK,IBP,4598.0,w35
1062,32000010,7102,2026-08-31,WEEK,IBP,4363.0,w36
1063,32000010,7102,2026-09-07,WEEK,IBP,4744.0,w37
1064,32000010,7102,2026-09-14,WEEK,IBP,4813.0,w38
1065,32000010,7102,2026-09-21,WEEK,IBP,5028.0,w39
1066,32000010,7102,2026-09-28,WEEK,IBP,4824.0,w40
1067,32000010,7102,2026-10-05,WEEK,IBP,5202.0,w41
1068,32000010,7102,2026-10-12,WEEK,IBP,5384.0,w42
1069,32000010,7102,2026-10-19,WEEK,IBP,5510.0,w43
1070,32000010,7102,2026-10-26,WEEK,IBP,5516.0,w44
1071,32000010,7102,2026-11-02,WEEK,IBP,5723.0,w45
1072,32000010,7102,2026-11-09,WEEK,IBP,5855.0,w46
1073,32000010,7102,2026-11-16,WEEK,IBP,6034.0,w47
1074,32000010,7102,2026-11-23,WEEK,IBP,6063.0,w48
1075,32000010,7102,2026-11-30,WEEK,IBP,4346.0,w49
1076,32000010,7102,2026-12-07,WEEK,IBP,4588.0,w50
1077,32000010,7102,2026-12-14,WEEK,IBP,4523.0,w51
1078,32000010,7102,2026-12-21,WEEK,IBP,4519.0,w52
1079,32000010,7102,2025-12-29,WEEK,POST_FCST,4202.0,w01
1080,32000010,7102,2026-01-05,WEEK,POST_FCST,4355.0,w02
1081,32000010,7102,2026-01-12,WEEK,POST_FCST,4263.0,w03
1082,32000010,7102,2026-01-19,WEEK,POST_FCST,4352.0,w04
1083,32000010,7102,2026-01-26,WEEK,POST_FCST,4581.0,w05
1084,32000010,7102,2026-02-02,WEEK,POST_FCST,4790.0,w06
1085,32000010,7102,2026-02-09,WEEK,POST_FCST,4919.0,w07
1086,32000010,7102,2026-02-16,WEEK,POST_FCST,4559.0,w08
1087,32000010,7102,2026-02-23,WEEK,POST_FCST,5580.0,w09
1088,32000010,7102,2026-03-02,WEEK,POST_FCST,5548.0,w10
1089,32000010,7102,2026-03-09,WEEK,POST_FCST,5756.0,w11
1090,32000010,7102,2026-03-16,WEEK,POST_FCST,5936.0,w12
1091,32000010,7102,2026-03-23,WEEK,POST_FCST,5836.0,w13
1092,32000010,7102,2026-03-30,WEEK,POST_FCST,5697.0,w14
1093,32000010,7102,2026-04-06,WEEK,POST_FCST,5759.0,w15
1094,32000010,7102,2026-04-13,WEEK,POST_FCST,5334.0,w16
1095,32000010,7102,2026-04-20,WEEK,POST_FCST,5089.0,w17
1096,32000010,7102,2026-04-27,WEEK,POST_FCST,5229.0,w18
1097,32000010,7102,2026-05-04,WEEK,POST_FCST,5067.0,w19
1098,32000010,7102,2026-05-11,WEEK,POST_FCST,4829.0,w20
1099,32000010,7102,2026-05-18,WEEK,POST_FCST,4623.0,w21
1100,32000010,7102,2026-05-25,WEEK,POST_FCST,4192.0,w22
1101,32000010,7102,2026-06-01,WEEK,POST_FCST,4189.0,w23
1102,32000010,7102,2026-06-08,WEEK,POST_FCST,3877.0,w24
1103,32000010,7102,2026-06-15,WEEK,POST_FCST,3884.0,w25
1104,32000010,7102,2026-06-22,WEEK,POST_FCST,3717.0,w26
1105,32000010,7102,2026-06-29,WEEK,POST_FCST,3816.0,w27
1106,32000010,7102,2026-07-06,WEEK,POST_FCST,3829.0,w28
1107,32000010,7102,2026-07-13,WEEK,POST_FCST,3923.0,w29
1108,32000010,7102,2026-07-20,WEEK,POST_FCST,4018.0,w30
1109,32000010,7102,2026-07-27,WEEK,POST_FCST,3963.0,w31
1110,32000010,7102,2026-08-03,WEEK,POST_FCST,3983.0,w32
1111,32000010,7102,2026-08-10,WEEK,POST_FCST,3999.0,w33
1112,32000010,7102,2026-08-17,WEEK,POST_FCST,4171.0,w34
1113,32000010,7102,2026-08-24,WEEK,POST_FCST,4206.0,w35
1114,32000010,7102,2026-08-31,WEEK,POST_FCST,4153.0,w36
1115,32000010,7102,2026-09-07,WEEK,POST_FCST,4552.0,w37
1116,32000010,7102,2026-09-14,WEEK,POST_FCST,4706.0,w38
1117,32000010,7102,2026-09-21,WEEK,POST_FCST,4775.0,w39
1118,32000010,7102,2026-09-28,WEEK,POST_FCST,4716.0,w40
1119,32000010,7102,2026-10-05,WEEK,POST_FCST,4897.0,w41
1120,32000010,7102,2026-10-12,WEEK,POST_FCST,5221.0,w42
1121,32000010,7102,2026-10-19,WEEK,POST_FCST,5168.0,w43
1122,32000010,7102,2026-10-26,WEEK,POST_FCST,5237.0,w44
1123,32000010,7102,2026-11-02,WEEK,POST_FCST,5295.0,w45
1124,32000010,7102,2026-11-09,WEEK,POST_FCST,5519.0,w46
1125,32000010,7102,2026-11-16,WEEK,POST_FCST,5622.0,w47
1126,32000010,7102,2026-11-23,WEEK,POST_FCST,5758.0,w48
1127,32000010,7102,2026-11-30,WEEK,POST_FCST,4328.0,w49
1128,32000010,7102,2026-12-07,WEEK,POST_FCST,4312.0,w50
1129,32000010,7102,2026-12-14,WEEK,POST_FCST,4337.0,w51
1130,32000010,7102,2026-12-21,WEEK,POST_FCST,4391.0,w52
1131,32000010,7102,2025-12-29,WEEK,ACTUAL,4372.0,w01
1132,32000010,7102,2026-01-05,WEEK,ACTUAL,4324.0,w02
1133,32000010,7102,2026-01-12,WEEK,ACTUAL,4444.0,w03
1134,32000010,7102,2026-01-19,WEEK,ACTUAL,3970.0,w04
1135,32000010,7102,2026-01-26,WEEK,ACTUAL,4466.0,w05
1136,32000010,7102,2026-02-02,WEEK,ACTUAL,4361.0,w06
1137,32000010,7102,2026-02-09,WEEK,ACTUAL,4717.0,w07
1138,32000010,7102,2026-02-16,WEEK,ACTUAL,4857.0,w08
1139,32000010,7102,2026-02-23,WEEK,ACTUAL,5105.0,w09
1140,32000010,7102,2026-03-02,WEEK,ACTUAL,5759.0,w10
1141,32000011,7102,2025-12-29,WEEK,IBP,3665.0,w01
1142,32000011,7102,2026-01-05,WEEK,IBP,3714.0,w02
1143,32000011,7102,2026-01-12,WEEK,IBP,3647.0,w03
1144,32000011,7102,2026-01-19,WEEK,IBP,3637.0,w04
1145,32000011,7102,2026-01-26,WEEK,IBP,4028.0,w05
1146,32000011,7102,2026-02-02,WEEK,IBP,4233.0,w06
1147,32000011,7102,2026-02-09,WEEK,IBP,4131.0,w07
1148,32000011,7102,2026-02-16,WEEK,IBP,4234.0,w08
1149,32000011,7102,2026-02-23,WEEK,IBP,4661.0,w09
1150,32000011,7102,2026-03-02,WEEK,IBP,4812.0,w10
1151,32000011,7102,2026-03-09,WEEK,IBP,4869.0,w11
1152,32000011,7102,2026-03-16,WEEK,IBP,5036.0,w12
1153,32000011,7102,2026-03-23,WEEK,IBP,4935.0,w13
1154,32000011,7102,2026-03-30,WEEK,IBP,4908.0,w14
1155,32000011,7102,2026-04-06,WEEK,IBP,4784.0,w15
1156,32000011,7102,2026-04-13,WEEK,IBP,4714.0,w16
1157,32000011,7102,2026-04-20,WEEK,IBP,4533.0,w17
1158,32000011,7102,2026-04-27,WEEK,IBP,4399.0,w18
1159,32000011,7102,2026-05-04,WEEK,IBP,4192.0,w19
1160,32000011,7102,2026-05-11,WEEK,IBP,4188.0,w20
1161,32000011,7102,2026-05-18,WEEK,IBP,3922.0,w21
1162,32000011,7102,2026-05-25,WEEK,IBP,3572.0,w22
1163,32000011,7102,2026-06-01,WEEK,IBP,3662.0,w23
1164,32000011,7102,2026-06-08,WEEK,IBP,3390.0,w24
1165,32000011,7102,2026-06-15,WEEK,IBP,3409.0,w25
1166,32000011,7102,2026-06-22,WEEK,IBP,3467.0,w26
1167,32000011,7102,2026-06-29,WEEK,IBP,3317.0,w27
1168,32000011,7102,2026-07-06,WEEK,IBP,3297.0,w28
1169,32000011,7102,2026-07-13,WEEK,IBP,3366.0,w29
1170,32000011,7102,2026-07-20,WEEK,IBP,3404.0,w30
1171,32000011,7102,2026-07-27,WEEK,IBP,3399.0,w31
1172,32000011,7102,2026-08-03,WEEK,IBP,3522.0,w32
1173,32000011,7102,2026-08-10,WEEK,IBP,3463.0,w33
1174,32000011,7102,2026-08-17,WEEK,IBP,3671.0,w34
1175,32000011,7102,2026-08-24,WEEK,IBP,3856.0,w35
1176,32000011,7102,2026-08-31,WEEK,IBP,3815.0,w36
1177,32000011,7102,2026-09-07,WEEK,IBP,3958.0,w37
1178,32000011,7102,2026-09-14,WEEK,IBP,3997.0,w38
1179,32000011,7102,2026-09-21,WEEK,IBP,4149.0,w39
1180,32000011,7102,2026-09-28,WEEK,IBP,4125.0,w40
1181,32000011,7102,2026-10-05,WEEK,IBP,4287.0,w41
1182,32000011,7102,2026-10-12,WEEK,IBP,4320.0,w42
1183,32000011,7102,2026-10-19,WEEK,IBP,4597.0,w43
1184,32000011,7102,2026-10-26,WEEK,IBP,4554.0,w44
1185,32000011,7102,2026-11-02,WEEK,IBP,4705.0,w45
1186,32000011,7102,2026-11-09,WEEK,IBP,4829.0,w46
1187,32000011,7102,2026-11-16,WEEK,IBP,4917.0,w47
1188,32000011,7102,2026-11-23,WEEK,IBP,5154.0,w48
1189,32000011,7102,2026-11-30,WEEK,IBP,3796.0,w49
1190,32000011,7102,2026-12-07,WEEK,IBP,3804.0,w50
1191,32000011,7102,2026-12-14,WEEK,IBP,3634.0,w51
1192,32000011,7102,2026-12-21,WEEK,IBP,3725.0,w52
1193,32000011,7102,2025-12-29,WEEK,POST_FCST,3595.0,w01
1194,32000011,7102,2026-01-05,WEEK,POST_FCST,3462.0,w02
1195,32000011,7102,2026-01-12,WEEK,POST_FCST,3531.0,w03
1196,32000011,7102,2026-01-19,WEEK,POST_FCST,3675.0,w04
1197,32000011,7102,2026-01-26,WEEK,POST_FCST,3845.0,w05
1198,32000011,7102,2026-02-02,WEEK,POST_FCST,3971.0,w06
1199,32000011,7102,2026-02-09,WEEK,POST_FCST,3870.0,w07
1200,32000011,7102,2026-02-16,WEEK,POST_FCST,3805.0,w08
1201,32000011,7102,2026-02-23,WEEK,POST_FCST,4407.0,w09
1202,32000011,7102,2026-03-02,WEEK,POST_FCST,4858.0,w10
1203,32000011,7102,2026-03-09,WEEK,POST_FCST,4793.0,w11
